Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::slice,,,9.69,15.37,0,0,0,0
aten::as_strided,,,5.68,5.68,0,0,0,0
atb::_npu_reshape_and_cache,,,86.17,114.24,0,2.38,0,0
ReshapeCacheOperation,,,28.07,28.07,2.38,2.38,0,0
aten::view,,,12.7,12.7,0,0,0,0
aten::view,,,6.76,6.76,0,0,0,0
aten::slice,,,4.06,8.84,0,0,0,0
aten::as_strided,,,4.78,4.78,0,0,0,0
npu::npu_fused_infer_attention_score,,,135.48,201.97,0,20.64,0,0
empty_tensor,,,22.12,22.12,0,0,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
empty_tensor,,,4.09,4.09,0,0,0,0
empty_tensor,,,4.02,4.02,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,26.04,26.04,20.64,20.64,0,0
aten::view,,,5.75,5.75,0,0,0,0
aten::slice,,,5.7,9.59,0,0,0,0
aten::as_strided,,,3.89,3.89,0,0,0,0
aten::copy_,,,82.9,93.85,0,0.6,0,0
aclnnInplaceCopy,,,10.95,10.95,0.6,0.6,0,0
aten::slice,,,4.42,8.99,0,0,0,0
aten::as_strided,,,4.57,4.57,0,0,0,0
aten::copy_,,,120.37,147.59,0,0,0,0
aclnnInplaceCopy,,,27.22,27.22,0,0,0,0
aten::fill_,,,19.99,43.0,0,1.42,0,0
aclnnInplaceFillScalar,,,23.01,23.01,1.42,1.42,0,0
aten::fill_,,,19.71,23.75,0,1.48,0,0
aclnnInplaceFillScalar,,,4.04,4.04,1.48,1.48,0,0
vllm::gdn_attention_core,,,1766.07,2239.29,0,47.580000000000005,0,0
aten::transpose,,,12.54,21.22,0,0,0,0
aten::as_strided,,,8.68,8.68,0,0,0,0
aten::slice,,,4.06,7.76,0,0,0,0
aten::as_strided,,,3.7,3.7,0,0,0,0
aten::slice,,,2.09,4.62,0,0,0,0
aten::as_strided,,,2.53,2.53,0,0,0,0
aten::slice,,,2.33,4.77,0,0,0,0
aten::as_strided,,,2.44,2.44,0,0,0,0
aten::view,,,11.83,11.83,0,0,0,0
aten::slice,,,8.46,12.85,0,0,0,0
aten::as_strided,,,4.39,4.39,0,0,0,0
aten::transpose,,,5.73,9.29,0,0,0,0
aten::as_strided,,,3.56,3.56,0,0,0,0
aten::contiguous,,,3.6,87.08,0,22.04,0,0
aten::clone,,,8.04,83.48,0,22.04,0,0
empty_tensor,,,16.31,16.31,0,0,0,0
aten::copy_,,,31.05,59.13,0,22.04,0,0
aclnnInplaceCopy,,,28.08,28.08,22.04,22.04,0,0
aten::transpose,,,5.39,8.92,0,0,0,0
aten::as_strided,,,3.53,3.53,0,0,0,0
aten::to,,,1.89,1.89,0,0,0,0
aten::unsqueeze,,,3.2,6.06,0,0,0,0
aten::as_strided,,,2.86,2.86,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,28.73,28.73,6.98,6.98,0,0
aten::squeeze,,,7.53,14.32,0,0,0,0
aten::as_strided,,,6.79,6.79,0,0,0,0
aten::to,,,2.25,2.25,0,0,0,0
aten::split_with_sizes,,,8.42,18.77,0,0,0,0
aten::as_strided,,,5.46,5.46,0,0,0,0
aten::as_strided,,,2.78,2.78,0,0,0,0
aten::as_strided,,,2.11,2.11,0,0,0,0
aten::reshape,,,2.82,7.89,0,0,0,0
aten::view,,,5.07,5.07,0,0,0,0
aten::reshape,,,1.17,3.84,0,0,0,0
aten::view,,,2.67,2.67,0,0,0,0
aten::reshape,,,1.58,4.46,0,0,0,0
aten::view,,,2.88,2.88,0,0,0,0
aten::reshape,,,1.1,15.85,0,0,0,0
aten::view,,,14.75,14.75,0,0,0,0
aten::reshape,,,1.8,4.82,0,0,0,0
aten::view,,,3.02,3.02,0,0,0,0
aten::reshape,,,1.08,3.09,0,0,0,0
aten::view,,,2.01,2.01,0,0,0,0
aten::new_empty,,,4.01,26.89,0,0,0,0
aten::empty,,,6.29,22.88,0,0,0,0
empty_tensor,,,16.59,16.59,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,34.8,34.8,17.96,17.96,0,0
aten::squeeze,,,8.05,15.61,0,0,0,0
aten::as_strided,,,7.56,7.56,0,0,0,0
aten::squeeze,,,2.85,5.3,0,0,0,0
aten::as_strided,,,2.45,2.45,0,0,0,0
aten::copy_,,,82.4,110.31,0,0.6,0,0
aclnnInplaceCopy,,,27.91,27.91,0.6,0.6,0,0
aten::fill_,,,20.76,46.86,0,1.44,0,0
aclnnInplaceFillScalar,,,26.1,26.1,1.44,1.44,0,0
aten::fill_,,,10.39,13.12,0,1.36,0,0
aclnnInplaceFillScalar,,,2.73,2.73,1.36,1.36,0,0
vllm::gdn_attention_core,,,1539.96,1995.06,0,36.78,0,0
aten::transpose,,,13.69,39.61,0,0,0,0
aten::as_strided,,,25.92,25.92,0,0,0,0
aten::slice,,,5.09,8.99,0,0,0,0
aten::as_strided,,,3.9,3.9,0,0,0,0
aten::slice,,,2.57,5.27,0,0,0,0
aten::as_strided,,,2.7,2.7,0,0,0,0
aten::slice,,,1.61,3.9,0,0,0,0
aten::as_strided,,,2.29,2.29,0,0,0,0
aten::view,,,11.11,11.11,0,0,0,0
aten::slice,,,7.72,11.73,0,0,0,0
aten::as_strided,,,4.01,4.01,0,0,0,0
aten::transpose,,,4.25,7.73,0,0,0,0
aten::as_strided,,,3.48,3.48,0,0,0,0
aten::contiguous,,,3.39,73.93,0,17.1,0,0
aten::clone,,,7.08,70.54,0,17.1,0,0
empty_tensor,,,15.42,15.42,0,0,0,0
aten::copy_,,,29.13,48.04,0,17.1,0,0
aclnnInplaceCopy,,,18.91,18.91,17.1,17.1,0,0
aten::transpose,,,4.88,7.98,0,0,0,0
aten::as_strided,,,3.1,3.1,0,0,0,0
aten::to,,,2.56,2.56,0,0,0,0
aten::unsqueeze,,,3.01,5.21,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,26.32,26.32,7.34,7.34,0,0
aten::squeeze,,,7.32,13.46,0,0,0,0
aten::as_strided,,,6.14,6.14,0,0,0,0
aten::to,,,2.1,2.1,0,0,0,0
aten::split_with_sizes,,,8.12,17.31,0,0,0,0
aten::as_strided,,,5.01,5.01,0,0,0,0
aten::as_strided,,,2.79,2.79,0,0,0,0
aten::as_strided,,,1.39,1.39,0,0,0,0
aten::reshape,,,2.8,7.28,0,0,0,0
aten::view,,,4.48,4.48,0,0,0,0
aten::reshape,,,1.33,4.11,0,0,0,0
aten::view,,,2.78,2.78,0,0,0,0
aten::reshape,,,1.52,4.84,0,0,0,0
aten::view,,,3.32,3.32,0,0,0,0
aten::reshape,,,1.09,4.45,0,0,0,0
aten::view,,,3.36,3.36,0,0,0,0
aten::reshape,,,1.22,3.66,0,0,0,0
aten::view,,,2.44,2.44,0,0,0,0
aten::reshape,,,1.1,2.99,0,0,0,0
aten::view,,,1.89,1.89,0,0,0,0
aten::new_empty,,,3.37,25.51,0,0,0,0
aten::empty,,,6.24,22.14,0,0,0,0
empty_tensor,,,15.9,15.9,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,31.44,31.44,11.74,11.74,0,0
aten::squeeze,,,7.63,15.22,0,0,0,0
aten::as_strided,,,7.59,7.59,0,0,0,0
aten::squeeze,,,2.44,4.44,0,0,0,0
aten::as_strided,,,2.0,2.0,0,0,0,0
aten::copy_,,,86.06,113.95,0,0.6,0,0
aclnnInplaceCopy,,,27.89,27.89,0.6,0.6,0,0
aten::fill_,,,19.45,37.07,0,1.8,0,0
aclnnInplaceFillScalar,,,17.62,17.62,1.8,1.8,0,0
aten::fill_,,,8.64,11.52,0,1.44,0,0
aclnnInplaceFillScalar,,,2.88,2.88,1.44,1.44,0,0
vllm::gdn_attention_core,,,1542.41,1984.33,0,33.220000000000006,0,0
aten::transpose,,,13.06,21.78,0,0,0,0
aten::as_strided,,,8.72,8.72,0,0,0,0
aten::slice,,,4.79,8.54,0,0,0,0
aten::as_strided,,,3.75,3.75,0,0,0,0
aten::slice,,,1.71,4.25,0,0,0,0
aten::as_strided,,,2.54,2.54,0,0,0,0
aten::slice,,,1.61,4.04,0,0,0,0
aten::as_strided,,,2.43,2.43,0,0,0,0
aten::view,,,10.54,10.54,0,0,0,0
aten::slice,,,7.66,12.5,0,0,0,0
aten::as_strided,,,4.84,4.84,0,0,0,0
aten::transpose,,,3.9,6.44,0,0,0,0
aten::as_strided,,,2.54,2.54,0,0,0,0
aten::contiguous,,,3.65,77.99,0,14.46,0,0
aten::clone,,,7.21,74.34,0,14.46,0,0
empty_tensor,,,15.73,15.73,0,0,0,0
aten::copy_,,,29.41,51.4,0,14.46,0,0
aclnnInplaceCopy,,,21.99,21.99,14.46,14.46,0,0
aten::transpose,,,5.61,8.96,0,0,0,0
aten::as_strided,,,3.35,3.35,0,0,0,0
aten::to,,,2.15,2.15,0,0,0,0
aten::unsqueeze,,,3.73,6.21,0,0,0,0
aten::as_strided,,,2.48,2.48,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,29.9,29.9,7.24,7.24,0,0
aten::squeeze,,,7.52,14.27,0,0,0,0
aten::as_strided,,,6.75,6.75,0,0,0,0
aten::to,,,2.62,2.62,0,0,0,0
aten::split_with_sizes,,,8.35,17.53,0,0,0,0
aten::as_strided,,,5.5,5.5,0,0,0,0
aten::as_strided,,,2.25,2.25,0,0,0,0
aten::as_strided,,,1.43,1.43,0,0,0,0
aten::reshape,,,2.71,7.32,0,0,0,0
aten::view,,,4.61,4.61,0,0,0,0
aten::reshape,,,1.18,4.41,0,0,0,0
aten::view,,,3.23,3.23,0,0,0,0
aten::reshape,,,1.58,4.08,0,0,0,0
aten::view,,,2.5,2.5,0,0,0,0
aten::reshape,,,1.1,4.08,0,0,0,0
aten::view,,,2.98,2.98,0,0,0,0
aten::reshape,,,1.71,4.22,0,0,0,0
aten::view,,,2.51,2.51,0,0,0,0
aten::reshape,,,1.25,3.82,0,0,0,0
aten::view,,,2.57,2.57,0,0,0,0
aten::new_empty,,,3.16,24.04,0,0,0,0
aten::empty,,,5.16,20.88,0,0,0,0
empty_tensor,,,15.72,15.72,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,33.24,33.24,10.88,10.88,0,0
aten::squeeze,,,8.1,14.99,0,0,0,0
aten::as_strided,,,6.89,6.89,0,0,0,0
aten::squeeze,,,2.61,5.08,0,0,0,0
aten::as_strided,,,2.47,2.47,0,0,0,0
aten::copy_,,,81.61,108.92,0,0.64,0,0
aclnnInplaceCopy,,,27.31,27.31,0.64,0.64,0,0
aten::fill_,,,20.42,37.96,0,1.5,0,0
aclnnInplaceFillScalar,,,17.54,17.54,1.5,1.5,0,0
aten::fill_,,,8.75,11.58,0,1.5,0,0
aclnnInplaceFillScalar,,,2.83,2.83,1.5,1.5,0,0
vllm::unified_attention_with_output,,,299.25,729.26,0,23.86,0,0
aten::slice,,,8.11,16.04,0,0,0,0
aten::as_strided,,,7.93,7.93,0,0,0,0
aten::slice,,,2.13,4.76,0,0,0,0
aten::as_strided,,,2.63,2.63,0,0,0,0
aten::slice,,,7.68,10.16,0,0,0,0
aten::as_strided,,,2.48,2.48,0,0,0,0
atb::_npu_reshape_and_cache,,,40.92,62.04,0,2.66,0,0
ReshapeCacheOperation,,,21.12,21.12,2.66,2.66,0,0
aten::view,,,12.01,12.01,0,0,0,0
aten::view,,,4.08,4.08,0,0,0,0
aten::slice,,,3.9,7.18,0,0,0,0
aten::as_strided,,,3.28,3.28,0,0,0,0
npu::npu_fused_infer_attention_score,,,107.29,148.33,0,20.64,0,0
empty_tensor,,,15.47,15.47,0,0,0,0
empty_tensor,,,4.48,4.48,0,0,0,0
empty_tensor,,,3.61,3.61,0,0,0,0
empty_tensor,,,2.47,2.47,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,15.01,15.01,20.64,20.64,0,0
aten::view,,,5.41,5.41,0,0,0,0
aten::slice,,,4.71,8.34,0,0,0,0
aten::as_strided,,,3.63,3.63,0,0,0,0
aten::copy_,,,70.59,76.26,0,0.56,0,0
aclnnInplaceCopy,,,5.67,5.67,0.56,0.56,0,0
aten::slice,,,4.25,9.25,0,0,0,0
aten::as_strided,,,5.0,5.0,0,0,0,0
aten::copy_,,,44.03,66.15,0,0,0,0
aclnnInplaceCopy,,,22.12,22.12,0,0,0,0
aten::fill_,,,19.29,40.59,0,1.38,0,0
aclnnInplaceFillScalar,,,21.3,21.3,1.38,1.38,0,0
aten::fill_,,,9.31,14.0,0,1.36,0,0
aclnnInplaceFillScalar,,,4.69,4.69,1.36,1.36,0,0
vllm::gdn_attention_core,,,1469.3,1930.87,0,46.620000000000005,0,0
aten::transpose,,,13.57,22.33,0,0,0,0
aten::as_strided,,,8.76,8.76,0,0,0,0
aten::slice,,,4.46,22.88,0,0,0,0
aten::as_strided,,,18.42,18.42,0,0,0,0
aten::slice,,,2.46,5.67,0,0,0,0
aten::as_strided,,,3.21,3.21,0,0,0,0
aten::slice,,,1.58,4.2,0,0,0,0
aten::as_strided,,,2.62,2.62,0,0,0,0
aten::view,,,11.13,11.13,0,0,0,0
aten::slice,,,5.64,9.16,0,0,0,0
aten::as_strided,,,3.52,3.52,0,0,0,0
aten::transpose,,,4.27,7.08,0,0,0,0
aten::as_strided,,,2.81,2.81,0,0,0,0
aten::contiguous,,,3.54,78.41,0,23.3,0,0
aten::clone,,,6.87,74.87,0,23.3,0,0
empty_tensor,,,14.68,14.68,0,0,0,0
aten::copy_,,,27.62,53.32,0,23.3,0,0
aclnnInplaceCopy,,,25.7,25.7,23.3,23.3,0,0
aten::transpose,,,5.69,9.07,0,0,0,0
aten::as_strided,,,3.38,3.38,0,0,0,0
aten::to,,,1.42,1.42,0,0,0,0
aten::unsqueeze,,,2.91,5.57,0,0,0,0
aten::as_strided,,,2.66,2.66,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,30.34,30.34,7.08,7.08,0,0
aten::squeeze,,,6.86,12.87,0,0,0,0
aten::as_strided,,,6.01,6.01,0,0,0,0
aten::to,,,2.25,2.25,0,0,0,0
aten::split_with_sizes,,,7.95,17.4,0,0,0,0
aten::as_strided,,,4.48,4.48,0,0,0,0
aten::as_strided,,,3.19,3.19,0,0,0,0
aten::as_strided,,,1.78,1.78,0,0,0,0
aten::reshape,,,2.52,7.23,0,0,0,0
aten::view,,,4.71,4.71,0,0,0,0
aten::reshape,,,1.42,3.94,0,0,0,0
aten::view,,,2.52,2.52,0,0,0,0
aten::reshape,,,2.12,5.01,0,0,0,0
aten::view,,,2.89,2.89,0,0,0,0
aten::reshape,,,1.71,4.93,0,0,0,0
aten::view,,,3.22,3.22,0,0,0,0
aten::reshape,,,1.55,4.18,0,0,0,0
aten::view,,,2.63,2.63,0,0,0,0
aten::reshape,,,1.3,3.5,0,0,0,0
aten::view,,,2.2,2.2,0,0,0,0
aten::new_empty,,,3.51,23.89,0,0,0,0
aten::empty,,,5.17,20.38,0,0,0,0
empty_tensor,,,15.21,15.21,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,36.3,36.3,15.64,15.64,0,0
aten::squeeze,,,7.02,13.31,0,0,0,0
aten::as_strided,,,6.29,6.29,0,0,0,0
aten::squeeze,,,3.24,5.64,0,0,0,0
aten::as_strided,,,2.4,2.4,0,0,0,0
aten::copy_,,,79.24,113.86,0,0.6,0,0
aclnnInplaceCopy,,,34.62,34.62,0.6,0.6,0,0
aten::fill_,,,19.47,44.15,0,1.64,0,0
aclnnInplaceFillScalar,,,24.68,24.68,1.64,1.64,0,0
aten::fill_,,,7.72,12.07,0,1.38,0,0
aclnnInplaceFillScalar,,,4.35,4.35,1.38,1.38,0,0
vllm::gdn_attention_core,,,1557.45,2073.67,0,33.9,0,0
aten::transpose,,,13.46,37.42,0,0,0,0
aten::as_strided,,,23.96,23.96,0,0,0,0
aten::slice,,,5.01,8.56,0,0,0,0
aten::as_strided,,,3.55,3.55,0,0,0,0
aten::slice,,,2.62,5.44,0,0,0,0
aten::as_strided,,,2.82,2.82,0,0,0,0
aten::slice,,,3.14,21.1,0,0,0,0
aten::as_strided,,,17.96,17.96,0,0,0,0
aten::view,,,10.74,10.74,0,0,0,0
aten::slice,,,7.22,10.37,0,0,0,0
aten::as_strided,,,3.15,3.15,0,0,0,0
aten::transpose,,,4.84,7.68,0,0,0,0
aten::as_strided,,,2.84,2.84,0,0,0,0
aten::contiguous,,,3.75,108.68,0,14.64,0,0
aten::clone,,,8.69,104.93,0,14.64,0,0
empty_tensor,,,34.73,34.73,0,0,0,0
aten::copy_,,,35.43,61.51,0,14.64,0,0
aclnnInplaceCopy,,,26.08,26.08,14.64,14.64,0,0
aten::transpose,,,6.09,9.77,0,0,0,0
aten::as_strided,,,3.68,3.68,0,0,0,0
aten::to,,,2.14,2.14,0,0,0,0
aten::unsqueeze,,,3.69,5.89,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,38.94,38.94,7.46,7.46,0,0
aten::squeeze,,,7.55,14.13,0,0,0,0
aten::as_strided,,,6.58,6.58,0,0,0,0
aten::to,,,1.96,1.96,0,0,0,0
aten::split_with_sizes,,,8.37,16.18,0,0,0,0
aten::as_strided,,,4.39,4.39,0,0,0,0
aten::as_strided,,,2.04,2.04,0,0,0,0
aten::as_strided,,,1.38,1.38,0,0,0,0
aten::reshape,,,4.92,9.92,0,0,0,0
aten::view,,,5.0,5.0,0,0,0,0
aten::reshape,,,1.29,3.56,0,0,0,0
aten::view,,,2.27,2.27,0,0,0,0
aten::reshape,,,1.47,4.07,0,0,0,0
aten::view,,,2.6,2.6,0,0,0,0
aten::reshape,,,1.1,2.95,0,0,0,0
aten::view,,,1.85,1.85,0,0,0,0
aten::reshape,,,1.89,4.04,0,0,0,0
aten::view,,,2.15,2.15,0,0,0,0
aten::reshape,,,0.7,2.27,0,0,0,0
aten::view,,,1.57,1.57,0,0,0,0
aten::new_empty,,,3.07,22.63,0,0,0,0
aten::empty,,,4.56,19.56,0,0,0,0
empty_tensor,,,15.0,15.0,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,37.86,37.86,11.22,11.22,0,0
aten::squeeze,,,7.6,14.4,0,0,0,0
aten::as_strided,,,6.8,6.8,0,0,0,0
aten::squeeze,,,2.17,3.85,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::copy_,,,86.41,111.67,0,0.58,0,0
aclnnInplaceCopy,,,25.26,25.26,0.58,0.58,0,0
aten::fill_,,,19.03,36.59,0,1.42,0,0
aclnnInplaceFillScalar,,,17.56,17.56,1.42,1.42,0,0
aten::fill_,,,9.21,11.68,0,1.54,0,0
aclnnInplaceFillScalar,,,2.47,2.47,1.54,1.54,0,0
vllm::gdn_attention_core,,,1447.12,1943.34,0,32.92,0,0
aten::transpose,,,12.87,21.52,0,0,0,0
aten::as_strided,,,8.65,8.65,0,0,0,0
aten::slice,,,4.22,7.08,0,0,0,0
aten::as_strided,,,2.86,2.86,0,0,0,0
aten::slice,,,1.42,4.36,0,0,0,0
aten::as_strided,,,2.94,2.94,0,0,0,0
aten::slice,,,1.32,3.04,0,0,0,0
aten::as_strided,,,1.72,1.72,0,0,0,0
aten::view,,,9.98,9.98,0,0,0,0
aten::slice,,,5.99,9.67,0,0,0,0
aten::as_strided,,,3.68,3.68,0,0,0,0
aten::transpose,,,3.96,6.33,0,0,0,0
aten::as_strided,,,2.37,2.37,0,0,0,0
aten::contiguous,,,4.3,125.01,0,14.24,0,0
aten::clone,,,7.7,120.71,0,14.24,0,0
empty_tensor,,,61.51,61.51,0,0,0,0
aten::copy_,,,29.48,51.5,0,14.24,0,0
aclnnInplaceCopy,,,22.02,22.02,14.24,14.24,0,0
aten::transpose,,,5.45,8.68,0,0,0,0
aten::as_strided,,,3.23,3.23,0,0,0,0
aten::to,,,1.95,1.95,0,0,0,0
aten::unsqueeze,,,3.07,4.82,0,0,0,0
aten::as_strided,,,1.75,1.75,0,0,0,0
_causal_conv1d_update_kernel_npu_tiled,,,32.42,32.42,7.26,7.26,0,0
aten::squeeze,,,7.06,12.99,0,0,0,0
aten::as_strided,,,5.93,5.93,0,0,0,0
aten::to,,,2.07,2.07,0,0,0,0
aten::split_with_sizes,,,7.74,16.83,0,0,0,0
aten::as_strided,,,4.18,4.18,0,0,0,0
aten::as_strided,,,3.56,3.56,0,0,0,0
aten::as_strided,,,1.35,1.35,0,0,0,0
aten::reshape,,,2.22,6.56,0,0,0,0
aten::view,,,4.34,4.34,0,0,0,0
aten::reshape,,,0.82,3.12,0,0,0,0
aten::view,,,2.3,2.3,0,0,0,0
aten::reshape,,,1.15,3.46,0,0,0,0
aten::view,,,2.31,2.31,0,0,0,0
aten::reshape,,,12.33,16.04,0,0,0,0
aten::view,,,3.71,3.71,0,0,0,0
aten::reshape,,,1.35,3.56,0,0,0,0
aten::view,,,2.21,2.21,0,0,0,0
aten::reshape,,,0.73,2.41,0,0,0,0
aten::view,,,1.68,1.68,0,0,0,0
aten::new_empty,,,3.03,24.54,0,0,0,0
aten::empty,,,4.96,21.51,0,0,0,0
empty_tensor,,,16.55,16.55,0,0,0,0
fused_sigmoid_gating_delta_rule_update_kernel,,,34.61,34.61,10.84,10.84,0,0
aten::squeeze,,,7.43,14.62,0,0,0,0
aten::as_strided,,,7.19,7.19,0,0,0,0
aten::squeeze,,,2.23,4.12,0,0,0,0
aten::as_strided,,,1.89,1.89,0,0,0,0
aten::copy_,,,83.99,116.43,0,0.58,0,0
aclnnInplaceCopy,,,32.44,32.44,0.58,0.58,0,0
aten::fill_,,,21.88,48.11,0,1.4,0,0
aclnnInplaceFillScalar,,,26.23,26.23,1.4,1.4,0,0
aten::fill_,,,8.94,14.14,0,1.34,0,0
aclnnInplaceFillScalar,,,5.2,5.2,1.34,1.34,0,0
vllm::unified_attention_with_output,,,323.99,790.06,0,22.96,0,0
aten::slice,,,7.0,14.06,0,0,0,0
aten::as_strided,,,7.06,7.06,0,0,0,0
aten::slice,,,1.83,5.55,0,0,0,0
aten::as_strided,,,3.72,3.72,0,0,0,0
aten::slice,,,7.09,9.28,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
atb::_npu_reshape_and_cache,,,67.08,90.13,0,2.24,0,0
ReshapeCacheOperation,,,23.05,23.05,2.24,2.24,0,0
aten::view,,,12.35,12.35,0,0,0,0
aten::view,,,4.92,4.92,0,0,0,0
aten::slice,,,3.95,8.01,0,0,0,0
aten::as_strided,,,4.06,4.06,0,0,0,0
npu::npu_fused_infer_attention_score,,,115.52,164.25,0,20.12,0,0
empty_tensor,,,15.29,15.29,0,0,0,0
empty_tensor,,,4.3,4.3,0,0,0,0
empty_tensor,,,3.82,3.82,0,0,0,0
empty_tensor,,,1.95,1.95,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,23.37,23.37,20.12,20.12,0,0
aten::view,,,5.26,5.26,0,0,0,0
aten::slice,,,5.34,8.84,0,0,0,0
aten::as_strided,,,3.5,3.5,0,0,0,0
aten::copy_,,,74.12,80.05,0,0.6,0,0
aclnnInplaceCopy,,,5.93,5.93,0.6,0.6,0,0
aten::slice,,,4.21,8.38,0,0,0,0
aten::as_strided,,,4.17,4.17,0,0,0,0
aten::copy_,,,48.98,54.99,0,0,0,0
aclnnInplaceCopy,,,6.01,6.01,0,0,0,0
aten::fill_,,,20.27,49.13,0,1.48,0,0
aclnnInplaceFillScalar,,,28.86,28.86,1.48,1.48,0,0
aten::fill_,,,10.55,60.71,0,1.34,0,0
aclnnInplaceFillScalar,,,50.16,50.16,1.34,1.34,0,0
aten::index,,,37.24,99.7,0,16.64,0,0
empty_tensor,,,9.41,9.41,0,0,0,0
empty_tensor,,,31.94,31.94,0,0,0,0
aclnnIndex,,,21.11,21.11,16.64,16.64,0,0
vllm::unquantized_gemm,,,33.08,164.96,0,683.64,0,683.64
aten::linear,,,8.5,131.88,0,683.64,0,683.64
aten::t,,,26.96,40.22,0,0,0,0
aten::transpose,,,5.72,13.26,0,0,0,0
aten::as_strided,,,7.54,7.54,0,0,0,0
aten::matmul,,,29.67,83.16,0,683.64,0,683.64
empty_tensor,,,12.32,12.32,0,0,0,0
aclnnMatmul,,,41.17,41.17,683.64,683.64,683.64,683.64
aten::alias,,,5.81,5.81,0,0,0,0
aten::to,,,5.85,79.9,0,12.64,0,0
npu::_npu_dtype_cast,,,37.4,74.05,0,12.64,0,0
empty_tensor,,,14.44,14.44,0,0,0,0
aclnnCast,,,22.21,22.21,12.64,12.64,0,0
aten::argmax,,,11.31,108.24,0,32.96,0,0
aten::empty,,,4.15,17.41,0,0,0,0
empty_tensor,,,13.26,13.26,0,0,0,0
aten::argmax,,,34.49,79.52,0,32.96,0,0
aten::reshape,,,2.2,7.94,0,0,0,0
aten::view,,,5.74,5.74,0,0,0,0
aclnnArgMax,,,37.09,37.09,32.96,32.96,0,0
aten::view,,,3.82,3.82,0,0,0,0
aten::to,,,1.75,1.75,0,0,0,0
aten::to,,,2.89,31.08,0,1.52,0,0
npu::_npu_dtype_cast,,,13.83,28.19,0,1.52,0,0
empty_tensor,,,9.04,9.04,0,0,0,0
aclnnCast,,,5.32,5.32,1.52,1.52,0,0
aten::unsqueeze,,,4.28,7.7,0,0,0,0
aten::as_strided,,,3.42,3.42,0,0,0,0
Event::record,,,202.09,229.65,0,0.02,0,0
record_event,,,27.56,27.56,0.02,0.02,0,0
aten::slice,,,6.95,14.44,0,0,0,0
aten::as_strided,,,7.49,7.49,0,0,0,0
Event::wait,,,90.19,120.43,0,0,0,0
wait_event,,,30.24,30.24,0,0,0,0
Event::record,,,111.83,140.65,0,0.02,0,0
record_event,,,28.82,28.82,0.02,0.02,0,0
Event::wait,,,71.94,97.98,0,0,0,0
wait_event,,,26.04,26.04,0,0,0,0
destroy_event,,,20.92,20.92,0,0,0,0
aten::to,,,5.34,88.81,0,2.18,0,0
aten::_to_copy,,,11.15,83.47,0,2.18,0,0
aten::empty,,,26.48,26.48,0,0,0,0
aten::copy_,,,22.05,45.84,0,2.18,0,0
acl_memcpy_device_to_host,,,23.79,23.79,2.18,2.18,0,0
Event::record,,,187.88,215.01,0,0.0,0,0
record_event,,,27.13,27.13,0.0,0.0,0,0
Event::synchronize,,,574.83,574.83,0,0,0,0
aten::slice,,,14.8,24.46,0,0,0,0
aten::as_strided,,,9.66,9.66,0,0,0,0
aten::slice,,,5.09,9.01,0,0,0,0
aten::as_strided,,,3.92,3.92,0,0,0,0
aten::copy_,,,54.13,77.15,0,2.56,0,0
acl_memcpy_host_to_device,,,23.02,23.02,2.56,2.56,0,0
aten::slice,,,12.97,22.29,0,0,0,0
aten::as_strided,,,9.32,9.32,0,0,0,0
aten::slice,,,4.92,10.46,0,0,0,0
aten::as_strided,,,5.54,5.54,0,0,0,0
aten::copy_,,,30.91,57.83,0,2.42,0,0
acl_memcpy_host_to_device,,,26.92,26.92,2.42,2.42,0,0
aten::slice,,,8.05,13.62,0,0,0,0
aten::as_strided,,,5.57,5.57,0,0,0,0
aten::slice,,,4.14,7.51,0,0,0,0
aten::as_strided,,,3.37,3.37,0,0,0,0
aten::copy_,,,22.57,49.4,0,2.58,0,0
acl_memcpy_host_to_device,,,26.83,26.83,2.58,2.58,0,0
aten::slice,,,6.74,10.6,0,0,0,0
aten::as_strided,,,3.86,3.86,0,0,0,0
aten::slice,,,4.43,7.16,0,0,0,0
aten::as_strided,,,2.73,2.73,0,0,0,0
aten::copy_,,,34.79,40.49,0,2.58,0,0
acl_memcpy_host_to_device,,,5.7,5.7,2.58,2.58,0,0
aten::slice,,,13.0,20.64,0,0,0,0
